product_id,review_count_observed,review_avg_rating,recommendation_rate,avg_helpfulness,avg_review_length,skin_share_dry,theme_lightweight_count,theme_greasy_count,theme_hydrating_count,theme_drying_count,theme_fragrance_count,theme_irritation_count,theme_breakout_count,theme_absorption_count,theme_sticky_count,theme_texture_count,theme_effective_count,skin_share_unknown,skin_share_combination,skin_share_normal,skin_share_oily,skin_share_sensitive
P415667,624,4.240384615384615,0.8113207547169812,0.7836528432253801,355.48237179487177,0.0673076923076923,0,87,52,167,93,83,476,2,1,142,227,0.25961538461538464,0.44711538461538464,0.07692307692307693,0.14903846153846154,0.0
P232910,623,4.044943820224719,0.705607476635514,0.8189345871216259,385.27126805778494,0.22150882825040127,59,174,408,244,101,179,150,95,17,229,117,0.26163723916532905,0.36276083467094705,0.08828250401284109,0.06581059390048154,0.0
P455934,622,4.472668810289389,0.8890675241157556,0.8228173542999279,365.03054662379424,0.17041800643086816,1,17,49,79,42,194,75,6,0,314,167,0.00964630225080386,0.5755627009646302,0.11736334405144695,0.1270096463022508,0.0
P456417,622,4.355305466237942,0.7978723404255319,0.813413646571415,381.12861736334406,0.07877813504823152,21,156,160,118,224,77,167,92,0,187,142,0.5594855305466238,0.24437299035369775,0.06430868167202572,0.05305466237942122,0.0
P454019,621,4.244766505636071,0.8776167471819646,0.8380133963231021,338.01771336553946,0.18035426731078905,103,190,455,169,201,110,264,36,51,282,130,0.014492753623188406,0.5829307568438004,0.08695652173913043,0.13526570048309178,0.0
P443370,617,4.572123176661264,0.9384116693679092,0.7271163894981146,384.0858995137763,0.17341977309562398,34,84,112,33,169,78,79,84,110,297,202,0.014586709886547812,0.6012965964343598,0.11183144246353323,0.09886547811993517,0.0
P386754,617,4.053484602917342,0.7656565656565657,0.7681359717617889,376.9627228525122,0.11021069692058347,0,16,5,11,9,22,351,0,0,119,226,0.14100486223662884,0.5008103727714749,0.07941653160453808,0.1685575364667747,0.0
P501029,614,4.51628664495114,0.9332247557003257,0.6644298210740089,430.35342019543975,0.16286644951140064,24,36,59,78,81,143,30,62,34,260,282,0.011400651465798045,0.5521172638436482,0.18403908794788273,0.08957654723127036,0.0
P443843,613,4.306688417618271,0.8809135399673735,0.830404502130294,288.0440456769984,0.22512234910277323,29,50,201,87,43,80,55,38,24,275,128,0.0016313213703099511,0.5693311582381729,0.10929853181076672,0.09461663947797716,0.0
P480162,611,4.641571194762684,0.9476268412438625,0.7792986469233737,387.8510638297872,0.19639934533551553,29,202,317,284,268,173,47,74,41,312,140,0.006546644844517185,0.5531914893617021,0.18166939443535188,0.062193126022913256,0.0
P460855,611,2.2798690671031094,0.3011456628477905,0.8348887604703851,211.06873977086744,0.18166939443535188,0,3,112,76,144,5,1,1,25,159,47,0.10474631751227496,0.45171849427168576,0.18003273322422259,0.08183306055646482,0.0
P232907,611,4.459901800327332,0.9103139013452914,0.8526335944657895,441.189852700491,0.0425531914893617,6,70,168,263,23,105,473,10,6,99,277,0.2176759410801964,0.46481178396072015,0.06382978723404255,0.21112929623567922,0.0
P501005,611,4.3207855973813425,0.8756137479541735,0.7992129676791064,339.4238952536825,0.16693944353518822,88,80,123,61,57,25,28,3,14,222,82,0.008183306055646482,0.5793780687397708,0.1309328968903437,0.11456628477905073,0.0
P384778,610,3.878688524590164,0.6839080459770115,0.7491493503544521,338.87540983606556,0.09508196721311475,8,43,145,54,56,90,10,45,7,157,190,0.3836065573770492,0.36065573770491804,0.08852459016393442,0.07213114754098361,0.0
P471003,610,4.4295081967213115,0.9016393442622951,0.7706532081211108,330.3967213114754,0.1540983606557377,14,52,79,150,172,103,86,13,23,287,134,0.02459016393442623,0.5426229508196722,0.15081967213114755,0.12786885245901639,0.0
P456399,605,4.276033057851239,0.8743801652892562,0.7168512012851372,317.4578512396694,0.16198347107438016,65,167,54,28,193,88,55,44,36,244,91,0.013223140495867768,0.5768595041322314,0.1371900826446281,0.11074380165289256,0.0
P467126,604,3.94205298013245,0.7201986754966887,0.6644465010656622,357.94867549668874,0.1804635761589404,62,88,151,97,184,70,50,76,47,286,126,0.018211920529801324,0.5082781456953642,0.1672185430463576,0.12582781456953643,0.0
P479971,603,4.439469320066335,0.912106135986733,0.6944982762399473,497.0348258706468,0.175787728026534,24,89,158,69,158,94,56,70,71,325,191,0.009950248756218905,0.5638474295190713,0.15920398009950248,0.0912106135986733,0.0
P306941,603,4.182421227197347,0.8634538152610441,0.7017835393421373,436.97014925373134,0.1824212271973466,17,44,162,106,85,133,111,32,38,260,210,0.08291873963515754,0.5240464344941956,0.11774461028192372,0.09286898839137644,0.0
P483679,602,4.813953488372093,0.973421926910299,0.7565108262198535,348.9950166112957,0.18604651162790697,65,40,203,79,235,71,42,89,33,324,117,0.03820598006644518,0.579734219269103,0.10299003322259136,0.09302325581395349,0.0
P474832,600,4.693333333333333,0.945,0.7520825373389388,329.9266666666667,0.27,5,22,207,200,163,15,4,10,79,309,75,0.016666666666666666,0.505,0.12833333333333333,0.08,0.0
P405584,600,4.34,0.8148984198645598,0.7656436381631073,392.14166666666665,0.14666666666666667,3,69,84,226,32,121,141,2,0,229,120,0.16333333333333333,0.4533333333333333,0.10666666666666667,0.13,0.0
P504986,600,4.565,0.9533333333333334,0.756910560698044,356.6766666666667,0.185,169,182,107,48,179,59,39,57,43,327,88,0.0033333333333333335,0.5416666666666666,0.135,0.135,0.0
P479354,600,4.081666666666667,0.7783333333333333,0.7984309746451934,273.00666666666666,0.14,169,240,411,130,85,63,85,51,35,281,95,0.025,0.5116666666666667,0.125,0.19833333333333333,0.0
P453823,599,4.325542570951586,0.8731218697829716,0.7850806628387555,338.0567612687813,0.18864774624373956,26,83,188,65,67,62,9,32,12,379,156,0.008347245409015025,0.5642737896494157,0.16193656093489148,0.07679465776293823,0.0
P474840,598,4.491638795986622,0.9147157190635451,0.6780980455712611,396.2959866220736,0.1688963210702341,35,78,95,77,100,178,78,60,29,267,224,0.015050167224080268,0.5535117056856187,0.14381270903010032,0.11872909698996656,0.0
P457864,597,4.219430485762144,0.8592964824120602,0.6959414330084581,323.7889447236181,0.1323283082077052,56,81,142,72,254,86,54,38,50,305,137,0.008375209380234505,0.5661641541038526,0.17252931323283083,0.12060301507537688,0.0
P461439,595,4.45546218487395,0.8907563025210085,0.7531554882173185,312.3109243697479,0.20168067226890757,8,78,104,149,126,108,32,1,9,320,152,0.005042016806722689,0.5781512605042017,0.12773109243697478,0.08739495798319327,0.0
P421432,590,3.9271186440677965,0.7526690391459074,0.7660929366213376,279.7084745762712,0.12203389830508475,5,22,20,130,8,69,405,1,4,65,296,0.06949152542372881,0.5525423728813559,0.08644067796610169,0.1694915254237288,0.0
P309306,585,4.32991452991453,0.8058968058968059,0.7956635496235108,413.9675213675214,0.27521367521367524,10,120,222,210,165,118,132,78,6,163,121,0.17264957264957265,0.37948717948717947,0.10256410256410256,0.07008547008547009,0.0
P475630,585,4.668376068376069,0.9401709401709402,0.8182564487981939,364.5606837606838,0.17094017094017094,15,45,77,115,118,228,143,10,50,271,162,0.011965811965811967,0.5623931623931624,0.14188034188034188,0.11282051282051282,0.0
P201440,584,4.001712328767123,0.6785714285714286,0.8398024002791092,317.9417808219178,0.19006849315068494,15,96,226,93,25,141,98,35,7,126,190,0.18835616438356165,0.476027397260274,0.08904109589041095,0.05650684931506849,0.0
P480177,582,4.565292096219931,0.9312714776632303,0.7387662418596037,305.43470790378007,0.15807560137457044,31,72,122,30,79,74,4,79,24,222,193,0.012027491408934709,0.5859106529209622,0.15979381443298968,0.08419243986254296,0.0
P443846,580,4.310344827586207,0.8706896551724138,0.7555086435905867,251.4241379310345,0.1793103448275862,25,56,80,32,43,39,34,63,45,254,160,0.022413793103448276,0.5344827586206896,0.2,0.06379310344827586,0.0
P500613,579,4.189982728842833,0.844559585492228,0.651506736399643,355.24006908462866,0.16753022452504318,17,44,174,67,119,102,12,34,17,243,128,0.03281519861830743,0.5734024179620034,0.13644214162348878,0.08981001727115717,0.0
P442857,579,3.0414507772020727,0.5043177892918825,0.7862895235334366,376.1139896373057,0.16753022452504318,0,3,18,23,0,39,199,2,4,77,315,0.010362694300518135,0.5474956822107081,0.13471502590673576,0.13989637305699482,0.0
P466154,574,3.672473867595819,0.6376306620209059,0.7836511784676209,387.8379790940767,0.19686411149825783,45,210,133,88,80,51,49,57,89,261,95,0.01916376306620209,0.524390243902439,0.1759581881533101,0.08362369337979095,0.0
P503879,572,4.699300699300699,0.9527972027972028,0.6139270658158276,346.24825174825173,0.1958041958041958,39,58,212,64,100,77,1,83,19,324,117,0.045454545454545456,0.5506993006993007,0.12237762237762238,0.08566433566433566,0.0
P482298,571,4.4028021015761825,0.8931698774080561,0.5909132750137992,318.353765323993,0.1628721541155867,47,57,190,96,188,140,48,44,27,299,93,0.005253940455341506,0.5761821366024519,0.1138353765323993,0.14185639229422067,0.0
P432242,569,4.1124780316344465,0.836555360281195,0.6572216666407056,376.2970123022847,0.1054481546572935,1,57,42,115,45,90,112,2,1,218,162,0.0035149384885764497,0.6362038664323374,0.07908611599297012,0.1757469244288225,0.0
P442839,569,4.650263620386643,0.9402460456942003,0.7771625415694834,357.1933216168717,0.2390158172231986,220,148,405,181,112,159,70,92,28,320,100,0.007029876977152899,0.5500878734622144,0.10369068541300527,0.10017574692442882,0.0
P457008,566,4.312720848056537,0.8533568904593639,0.7956472177876205,304.273851590106,0.16607773851590105,0,19,133,58,11,47,35,17,18,219,99,0.012367491166077738,0.5459363957597173,0.17491166077738515,0.10070671378091872,0.0
P251529,564,4.326241134751773,0.7777777777777778,0.7816646687852011,433.4822695035461,0.1400709219858156,6,76,87,105,18,168,177,44,3,203,216,0.17198581560283688,0.4219858156028369,0.14184397163120568,0.12411347517730496,0.0
P461949,563,4.518650088809947,0.8827708703374778,0.7540868321562758,346.0266429840142,0.1882770870337478,24,49,123,76,125,73,31,72,33,414,114,0.017761989342806393,0.5683836589698046,0.16163410301953818,0.06394316163410302,0.0
P393076,562,4.3113879003558715,0.8143459915611815,0.8127488496094034,333.7437722419929,0.11209964412811388,7,148,257,187,59,126,116,55,15,226,106,0.5889679715302492,0.20284697508896798,0.06583629893238434,0.030249110320284697,0.0
P500240,561,4.789661319073084,0.9714795008912656,0.6701188028955752,354.1693404634581,0.23351158645276293,2,13,38,121,87,209,31,3,2,304,108,0.06060606060606061,0.5115864527629234,0.14260249554367202,0.05169340463458111,0.0
P481972,561,4.422459893048129,0.893048128342246,0.7556929413515788,397.31907308377896,0.1889483065953654,7,43,114,183,349,129,49,3,2,371,93,0.016042780748663103,0.5062388591800356,0.1532976827094474,0.1354723707664884,0.0
P442741,560,4.446428571428571,0.8857142857142857,0.7098159954644913,383.71964285714284,0.17142857142857143,44,44,133,54,72,66,54,45,119,297,188,0.0017857142857142857,0.5660714285714286,0.14642857142857144,0.11428571428571428,0.0
P442564,558,4.365591397849462,0.8351254480286738,0.8358777451224961,395.2508960573477,0.25806451612903225,15,124,182,159,161,114,162,69,6,162,122,0.0035842293906810036,0.5197132616487455,0.13799283154121864,0.08064516129032258,0.0
P469482,557,3.7378815080789947,0.6786355475763016,0.8136468439153507,347.4362657091562,0.22980251346499103,3,6,132,37,201,9,2,9,27,100,96,0.03231597845601436,0.44165170556552963,0.19389587073608616,0.10233393177737882,0.0
P399932,555,3.4324324324324325,0.5666666666666667,0.7454363106171021,337.1063063063063,0.04144144144144144,0,15,8,50,2,32,358,5,4,38,292,0.6306306306306306,0.22522522522522523,0.043243243243243246,0.05945945945945946,0.0
P455241,555,4.394594594594595,0.9009009009009009,0.740644475092759,392.16036036036036,0.17657657657657658,28,58,63,60,227,108,65,39,26,298,168,0.009009009009009009,0.5585585585585585,0.15495495495495495,0.1009009009009009,0.0
P448184,554,4.431407942238267,0.9025270758122743,0.664635790977627,334.95126353790613,0.4963898916967509,23,21,118,95,143,141,33,17,49,259,82,0.007220216606498195,0.37906137184115524,0.08844765342960288,0.02888086642599278,0.0
P467124,553,4.162748643761302,0.8028933092224232,0.5808455162146624,390.78119349005425,0.21518987341772153,17,129,269,131,220,67,41,51,27,302,86,0.014466546112115732,0.4864376130198915,0.15009041591320071,0.13381555153707053,0.0
P504125,552,4.661231884057971,0.9565217391304348,0.7311981555791528,343.5380434782609,0.09601449275362318,43,140,79,50,104,33,32,30,27,235,126,0.009057971014492754,0.5905797101449275,0.08695652173913043,0.21739130434782608,0.0
P384821,552,4.329710144927536,0.8608695652173913,0.7641196629969748,335.67391304347825,0.07608695652173914,5,99,24,109,42,116,76,2,1,131,140,0.5942028985507246,0.23369565217391305,0.034420289855072464,0.06159420289855073,0.0
P500307,549,4.448087431693989,0.8615664845173042,0.8054900648338454,280.61384335154827,0.18214936247723132,6,19,198,67,190,5,2,3,183,227,25,0.04918032786885246,0.47176684881602915,0.16393442622950818,0.13296903460837886,0.0
P463144,547,3.8647166361974405,0.7020109689213894,0.8228226250477051,310.15539305301644,0.20475319926873858,11,40,206,61,28,92,11,58,10,247,108,0.009140767824497258,0.5228519195612431,0.15173674588665448,0.11151736745886655,0.0
P442742,547,4.645338208409506,0.9524680073126143,0.6944911897273883,369.3053016453382,0.1773308957952468,2,18,56,67,48,176,64,14,4,254,166,0.0018281535648994515,0.546617915904936,0.14625228519195613,0.12797074954296161,0.0
P446934,544,3.9356617647058822,0.7536764705882353,0.8549397491183677,397.26838235294116,0.06985294117647059,56,274,140,44,71,29,82,29,12,170,135,0.003676470588235294,0.5661764705882353,0.09191176470588236,0.26838235294117646,0.0
P445832,541,4.630314232902033,0.9593345656192237,0.7112277674560363,324.6062846580407,0.08687615526802218,3,73,41,150,113,82,284,0,0,297,119,0.011090573012939002,0.6192236598890942,0.08133086876155268,0.20147874306839186,0.0
P501165,540,4.655555555555556,0.9574074074074074,0.718225641974381,254.4351851851852,0.18333333333333332,45,148,408,135,158,77,37,36,23,295,63,0.007407407407407408,0.5537037037037037,0.12407407407407407,0.13148148148148148,0.0
P392608,538,4.371747211895911,0.7923076923076923,0.8634048188317857,399.9498141263941,0.03345724907063197,0,52,109,156,39,142,124,1,8,207,115,0.7602230483271375,0.13940520446096655,0.022304832713754646,0.04460966542750929,0.0
