product_id,review_count_observed,review_avg_rating,recommendation_rate,avg_helpfulness,avg_review_length,skin_share_dry,theme_lightweight_count,theme_greasy_count,theme_hydrating_count,theme_drying_count,theme_fragrance_count,theme_irritation_count,theme_breakout_count,theme_absorption_count,theme_sticky_count,theme_texture_count,theme_effective_count,skin_share_unknown,skin_share_combination,skin_share_normal,skin_share_oily,skin_share_sensitive
P481348,170,4.823529411764706,0.9882352941176471,0.757822810798078,340.7,0.22941176470588234,11,5,28,20,10,63,15,22,8,105,61,0.023529411764705882,0.48823529411764705,0.17647058823529413,0.08235294117647059,0.0
P392144,170,4.205882352941177,0.7777777777777778,0.810365490800093,427.0176470588235,0.058823529411764705,0,36,13,57,74,27,42,2,1,98,38,0.16470588235294117,0.5058823529411764,0.1,0.17058823529411765,0.0
P122767,169,4.017751479289941,0.5384615384615384,0.8538056085938993,298.55029585798815,0.14201183431952663,0,4,39,50,3,7,1,14,7,38,43,0.25443786982248523,0.42011834319526625,0.07692307692307693,0.10650887573964497,0.0
P471000,169,4.6982248520710055,0.9349112426035503,0.8036474958688271,502.698224852071,0.14201183431952663,19,77,92,39,19,10,25,19,9,99,45,0.023668639053254437,0.6035502958579881,0.14201183431952663,0.08875739644970414,0.0
P504240,168,4.208333333333333,0.8214285714285714,0.8000833721059125,316.30357142857144,0.15476190476190477,5,29,66,26,46,32,23,9,7,72,35,0.023809523809523808,0.5238095238095238,0.10714285714285714,0.19047619047619047,0.0
P433971,168,4.190476190476191,0.7976190476190477,0.7888279574257987,348.82142857142856,0.15476190476190477,7,29,96,47,58,26,19,22,10,83,28,0.02976190476190476,0.6011904761904762,0.125,0.08928571428571429,0.0
P467250,168,4.208333333333333,0.8214285714285714,0.8000833721059125,316.30357142857144,0.15476190476190477,5,29,66,26,46,32,23,9,7,72,35,0.023809523809523808,0.5238095238095238,0.10714285714285714,0.19047619047619047,0.0
P504575,168,4.660714285714286,0.9642857142857143,0.9166666666666666,310.63690476190476,0.20833333333333334,0,0,0,0,22,4,0,0,0,49,29,0.017857142857142856,0.5535714285714286,0.13095238095238096,0.08928571428571429,0.0
P476538,167,4.449101796407185,0.8982035928143712,0.753851559232263,243.66467065868264,0.11976047904191617,0,0,0,0,0,3,0,0,0,47,50,0.023952095808383235,0.6586826347305389,0.12574850299401197,0.0718562874251497,0.0
P500121,167,4.197604790419161,0.8502994011976048,0.8295649852898481,406.77245508982037,0.2694610778443114,13,4,30,19,24,52,54,8,11,78,55,0.03592814371257485,0.5568862275449101,0.0658682634730539,0.0718562874251497,0.0
P455612,167,4.502994011976048,0.8802395209580839,0.7291451025315944,424.02994011976045,0.20958083832335328,17,21,43,18,52,28,11,18,10,74,32,0.011976047904191617,0.5149700598802395,0.15568862275449102,0.10778443113772455,0.0
P440503,167,4.251497005988024,0.8263473053892215,0.8256491835766692,244.69461077844312,0.1317365269461078,3,8,51,30,50,4,1,1,19,50,21,0.041916167664670656,0.5449101796407185,0.1317365269461078,0.1497005988023952,0.0
P455614,167,4.383233532934132,0.8502994011976048,0.8017825844133792,404.47305389221555,0.12574850299401197,3,12,15,54,55,33,31,1,0,95,30,0.023952095808383235,0.5269461077844312,0.2155688622754491,0.10778443113772455,0.0
P476009,166,4.668674698795181,0.963855421686747,0.5243482602679211,319.921686746988,0.22289156626506024,39,26,59,15,55,18,6,24,7,96,28,0.018072289156626505,0.5903614457831325,0.0783132530120482,0.09036144578313253,0.0
P427404,166,3.819277108433735,0.7048192771084337,0.7681439660395248,337.1566265060241,0.18072289156626506,6,48,32,23,15,38,44,31,1,64,45,0.012048192771084338,0.5843373493975904,0.15060240963855423,0.07228915662650602,0.0
P477961,166,4.72289156626506,0.9457831325301205,0.7246529726187388,448.2409638554217,0.18674698795180722,2,1,31,10,1,28,13,18,0,62,73,,0.5542168674698795,0.1686746987951807,0.09036144578313253,0.0
P471793,166,4.656626506024097,0.9216867469879518,0.833132151372825,323.5421686746988,0.2469879518072289,0,14,8,34,27,35,9,1,1,84,43,0.006024096385542169,0.5542168674698795,0.13855421686746988,0.05421686746987952,0.0
P392648,165,3.3696969696969696,0.5310344827586206,0.740765201535664,285.77575757575755,0.23636363636363636,6,17,48,15,62,14,14,3,5,40,19,0.06060606060606061,0.45454545454545453,0.14545454545454545,0.10303030303030303,0.0
P217931,165,4.1030303030303035,0.7727272727272727,0.781283400952816,296.27272727272725,0.05454545454545454,1,18,14,44,49,44,32,1,1,59,25,0.2545454545454545,0.49696969696969695,0.08484848484848485,0.10909090909090909,0.0
P480274,165,4.793939393939394,0.9878787878787879,0.6219464045889834,380.05454545454546,0.18181818181818182,1,12,16,30,24,42,36,8,8,82,48,0.01818181818181818,0.5818181818181818,0.10909090909090909,0.10909090909090909,0.0
P398717,164,4.408536585365853,0.8714285714285714,0.868704039384337,302.6341463414634,0.3475609756097561,2,42,100,103,11,30,31,16,4,45,26,0.3597560975609756,0.20121951219512196,0.054878048780487805,0.036585365853658534,0.0
P448200,164,4.603658536585366,0.9390243902439024,0.7596967778508625,302.5914634146341,0.17682926829268292,10,49,53,19,53,16,6,28,5,93,45,0.018292682926829267,0.6158536585365854,0.10365853658536585,0.08536585365853659,0.0
P442755,164,3.9878048780487805,0.75,0.8167048754331506,351.7073170731707,0.1951219512195122,3,49,29,20,12,32,25,15,5,61,51,,0.524390243902439,0.1524390243902439,0.12804878048780488,0.0
P473726,164,4.628048780487805,0.9207317073170732,0.7648700639361241,254.3658536585366,0.18292682926829268,6,9,8,32,14,44,28,0,0,72,29,0.036585365853658534,0.5182926829268293,0.1402439024390244,0.12195121951219512,0.0
P500102,164,4.682926829268292,0.9390243902439024,0.7326260656118393,315.5548780487805,0.21341463414634146,1,17,20,21,25,25,2,0,5,81,34,0.024390243902439025,0.524390243902439,0.12195121951219512,0.11585365853658537,0.0
P442756,163,4.098159509202454,0.7607361963190185,0.8006915410233152,330.3803680981595,0.12269938650306748,6,22,28,20,13,35,50,13,39,54,54,0.018404907975460124,0.6134969325153374,0.11042944785276074,0.13496932515337423,0.0
P465752,162,3.8271604938271606,0.6975308641975309,0.8353917528537737,257.9938271604938,0.2222222222222222,10,22,87,31,10,16,18,13,3,46,33,0.018518518518518517,0.5308641975308642,0.1111111111111111,0.11728395061728394,0.0
P442713,162,3.7222222222222223,0.654320987654321,0.7929669737051694,324.39506172839504,0.2037037037037037,1,8,39,23,1,50,6,5,2,29,52,0.012345679012345678,0.5802469135802469,0.13580246913580246,0.06790123456790123,0.0
P500626,161,3.9751552795031055,0.7267080745341615,0.882207207314603,272.3105590062112,0.20496894409937888,0,23,2,13,19,21,6,0,3,62,47,0.055900621118012424,0.484472049689441,0.11801242236024845,0.13664596273291926,0.0
P472451,161,4.763975155279503,0.9627329192546584,0.8006131509517102,394.17391304347825,0.16770186335403728,9,16,112,61,52,31,9,9,5,91,34,0.018633540372670808,0.6273291925465838,0.06832298136645963,0.11801242236024845,0.0
P501518,160,4.0875,0.8375,0.9054726415605687,348.03125,0.175,1,58,51,22,79,13,11,20,7,95,45,0.00625,0.56875,0.14375,0.10625,0.0
P429683,160,3.83125,0.70625,0.74183474752036,391.13125,0.2125,1,1,4,5,70,1,1,2,18,20,38,,0.425,0.23125,0.13125,0.0
P474371,160,4.325,0.8875,0.7876190376281739,303.41875,0.30625,2,7,32,47,40,73,17,0,3,101,28,0.00625,0.3625,0.28125,0.04375,0.0
P473304,159,3.6855345911949686,0.6477987421383647,0.8207907729347547,342.2830188679245,0.1949685534591195,4,5,19,2,2,3,6,0,1,35,29,0.018867924528301886,0.5220125786163522,0.1761006289308176,0.0880503144654088,0.0
P408230,159,4.754716981132075,0.9559748427672956,0.8129936284962155,317.8616352201258,0.2138364779874214,3,2,13,15,14,8,5,3,3,82,54,0.050314465408805034,0.5094339622641509,0.1761006289308176,0.050314465408805034,0.0
P387511,159,3.880503144654088,0.5846153846153846,0.7162514990195632,385.72327044025155,0.18238993710691823,3,56,57,30,67,26,11,18,3,62,36,0.3018867924528302,0.3584905660377358,0.12578616352201258,0.031446540880503145,0.0
P416825,159,3.981132075471698,0.7449664429530202,0.794658442640579,382.6792452830189,0.20754716981132076,3,8,19,24,7,74,44,1,1,31,50,0.06289308176100629,0.5220125786163522,0.12578616352201258,0.08176100628930817,0.0
P476554,159,4.213836477987422,0.7924528301886793,0.6500768055838924,279.58490566037733,0.12578616352201258,0,5,25,26,3,9,14,2,0,42,49,0.018867924528301886,0.6163522012578616,0.1320754716981132,0.1069182389937107,0.0
P456421,159,4.0062893081761,0.7007299270072993,0.818788211290718,370.2327044025157,0.2138364779874214,4,6,17,15,14,27,2,7,7,29,64,0.12578616352201258,0.42138364779874216,0.16352201257861634,0.07547169811320754,0.0
P432053,158,3.848101265822785,0.7278481012658228,0.7843035145884468,315.61392405063293,0.22151898734177214,0,13,17,6,19,20,20,5,5,29,37,0.006329113924050633,0.5063291139240507,0.10759493670886076,0.15822784810126583,0.0
P422012,158,3.8417721518987342,0.6730769230769231,0.8170369661871403,302.65822784810126,0.21518987341772153,7,52,82,28,33,19,28,15,3,41,17,0.05063291139240506,0.5253164556962026,0.12658227848101267,0.08227848101265822,0.0
P476553,158,4.189873417721519,0.8227848101265823,0.6988351438795367,284.84177215189874,0.13291139240506328,0,0,3,5,3,7,48,1,0,38,59,0.012658227848101266,0.6139240506329114,0.13291139240506328,0.10759493670886076,0.0
P461520,157,4.273885350318471,0.8343949044585988,0.8515607337608482,239.87898089171975,0.18471337579617833,0,0,43,34,30,1,0,6,7,43,24,0.01910828025477707,0.5095541401273885,0.17834394904458598,0.10828025477707007,0.0
P416824,157,3.929936305732484,0.7099236641221374,0.753800880459566,355.03821656050957,0.22929936305732485,0,4,26,7,9,11,25,2,3,29,68,0.09554140127388536,0.5031847133757962,0.08280254777070063,0.08917197452229299,0.0
P423125,156,4.3076923076923075,0.8589743589743589,0.8461290539375373,340.47435897435895,0.20512820512820512,14,27,37,27,36,64,26,12,1,66,43,0.01282051282051282,0.5705128205128205,0.09615384615384616,0.11538461538461539,0.0
P418221,156,3.9743589743589745,0.6590909090909091,0.7816466957057288,337.0576923076923,0.16666666666666666,3,11,40,9,39,12,18,4,3,22,35,0.1794871794871795,0.41025641025641024,0.15384615384615385,0.08974358974358974,0.0
P457697,156,4.641025641025641,0.9358974358974359,0.847150648764351,420.0064102564103,0.23717948717948717,24,19,54,33,28,60,22,22,13,67,49,,0.532051282051282,0.10256410256410256,0.1282051282051282,0.0
P504026,156,4.871794871794871,0.9871794871794872,0.9028395334879558,308.1923076923077,0.27564102564102566,18,36,71,47,30,16,12,12,7,77,28,0.02564102564102564,0.5128205128205128,0.1346153846153846,0.05128205128205128,0.0
P503991,156,4.871794871794871,0.9871794871794872,0.9028395334879558,308.1923076923077,0.27564102564102566,18,36,71,47,30,16,12,12,7,77,28,0.02564102564102564,0.5128205128205128,0.1346153846153846,0.05128205128205128,0.0
P449158,155,3.9935483870967743,0.6774193548387096,0.7875833298265934,223.45806451612904,0.2064516129032258,9,33,69,22,55,21,26,8,7,61,13,0.012903225806451613,0.535483870967742,0.16774193548387098,0.07741935483870968,0.0
P500687,155,4.52258064516129,0.9290322580645162,0.7891242961257191,323.9935483870968,0.2064516129032258,5,7,31,76,27,19,6,0,3,95,31,0.0064516129032258064,0.5741935483870968,0.12258064516129032,0.09032258064516129,0.0
P504056,155,4.767741935483871,0.967741935483871,0.8273809637342181,319.39354838709676,0.16129032258064516,18,6,68,27,30,26,6,27,12,98,18,0.15483870967741936,0.49032258064516127,0.14193548387096774,0.05161290322580645,0.0
P483455,155,4.645161290322581,0.9419354838709677,0.6197739768434655,346.1548387096774,0.2064516129032258,2,0,3,6,0,18,0,0,0,52,32,0.04516129032258064,0.4838709677419355,0.12258064516129032,0.14193548387096774,0.0
P470007,154,4.175324675324675,0.7857142857142857,0.7967835593890477,289.03246753246754,0.19480519480519481,1,15,17,62,35,42,22,0,0,67,26,,0.5324675324675324,0.18831168831168832,0.08441558441558442,0.0
P481703,153,4.006535947712418,0.6915887850467289,0.7928601827097032,328.1111111111111,0.20261437908496732,5,32,55,28,31,10,18,14,3,58,53,0.24183006535947713,0.35294117647058826,0.11764705882352941,0.08496732026143791,0.0
P474117,153,4.03921568627451,0.7712418300653595,0.7325525615019959,356.4313725490196,0.1895424836601307,0,21,25,3,24,8,5,22,10,77,69,0.013071895424836602,0.5947712418300654,0.13071895424836602,0.0718954248366013,0.0
P474113,153,4.03921568627451,0.7712418300653595,0.7325525615019959,356.4313725490196,0.1895424836601307,0,21,25,3,24,8,5,22,10,77,69,0.013071895424836602,0.5947712418300654,0.13071895424836602,0.0718954248366013,0.0
P481828,153,4.0588235294117645,0.8366013071895425,0.852597477570386,418.0718954248366,0.21568627450980393,18,45,51,16,27,21,17,12,11,54,25,0.006535947712418301,0.5359477124183006,0.13071895424836602,0.1111111111111111,0.0
P483457,152,4.697368421052632,0.9539473684210527,0.5439560520343292,322.7894736842105,0.2236842105263158,1,1,40,40,25,24,0,1,3,51,35,0.05263157894736842,0.48026315789473684,0.13157894736842105,0.1118421052631579,0.0
P481825,152,4.256578947368421,0.8157894736842105,0.8199945007469139,322.23026315789474,0.2565789473684211,27,65,49,31,39,38,17,11,10,59,24,0.05263157894736842,0.46710526315789475,0.07894736842105263,0.14473684210526316,0.0
P483699,152,4.605263157894737,0.9144736842105263,0.500569756772067,341.89473684210526,0.2894736842105263,10,31,69,38,27,28,13,25,6,104,24,0.02631578947368421,0.48026315789473684,0.13815789473684212,0.06578947368421052,0.0
P428255,152,4.243421052631579,0.8223684210526315,0.7600473464408424,317.4407894736842,0.19078947368421054,1,19,27,26,16,11,18,7,6,47,51,,0.5526315789473685,0.13157894736842105,0.125,0.0
P481701,151,4.748344370860927,0.9602649006622517,0.7931499741499937,344.82781456953643,0.271523178807947,14,31,111,40,12,28,21,9,3,95,17,0.026490066225165563,0.44370860927152317,0.16556291390728478,0.09271523178807947,0.0
P443358,151,4.470198675496689,0.9072847682119205,0.8088607788085938,376.29801324503313,0.2582781456953642,9,66,108,63,40,19,11,20,7,62,33,0.006622516556291391,0.5099337748344371,0.16556291390728478,0.059602649006622516,0.0
P431840,151,3.5496688741721854,0.6158940397350994,0.8066209760737849,269.17218543046357,0.19205298013245034,0,8,29,11,87,10,0,46,1,46,11,0.019867549668874173,0.5099337748344371,0.17218543046357615,0.10596026490066225,0.0
P465803,150,4.8933333333333335,0.9866666666666667,0.6995956559679402,259.9,0.20666666666666667,1,0,3,0,0,1,1,1,0,43,24,0.04666666666666667,0.47333333333333333,0.16,0.11333333333333333,0.0
P377576,150,3.9066666666666667,0.7878787878787878,0.7913906311759582,335.1933333333333,0.14,6,14,44,21,4,32,2,13,1,24,50,0.3933333333333333,0.31333333333333335,0.06666666666666667,0.08666666666666667,0.0
P404465,149,4.140939597315437,0.825503355704698,0.8043689935926407,289.4161073825503,0.1476510067114094,0,0,0,3,1,24,0,0,0,10,82,0.040268456375838924,0.5771812080536913,0.12080536912751678,0.11409395973154363,0.0
P500988,149,4.221476510067114,0.7919463087248322,0.7749813631411613,327.1275167785235,0.20134228187919462,9,8,53,14,15,35,2,22,1,81,44,0.06040268456375839,0.5302013422818792,0.1476510067114094,0.06040268456375839,0.0
P483643,148,4.54054054054054,0.8851351351351351,0.9038030614978388,336.1216216216216,0.23648648648648649,0,7,70,44,38,9,0,2,19,72,17,0.033783783783783786,0.4864864864864865,0.12837837837837837,0.11486486486486487,0.0
P481700,148,4.277027027027027,0.8783783783783784,0.7895610998074214,397.56081081081084,0.20945945945945946,6,20,33,22,27,38,17,6,11,52,59,0.02702702702702703,0.5337837837837838,0.11486486486486487,0.11486486486486487,0.0
P449177,148,4.331081081081081,0.8783783783783784,0.8784958425532566,547.2094594594595,0.25675675675675674,3,22,21,16,58,24,9,25,29,81,52,,0.5743243243243243,0.14189189189189189,0.02702702702702703,0.0
P447213,148,4.445945945945946,0.8986486486486487,0.6210779705733964,327.1756756756757,0.10810810810810811,1,11,20,21,21,45,17,16,2,62,43,,0.5878378378378378,0.16891891891891891,0.13513513513513514,0.0
P467614,148,4.695945945945946,0.9121621621621622,0.5835661441804125,440.94594594594594,0.16891891891891891,23,20,36,10,26,31,19,29,18,73,50,0.013513513513513514,0.5608108108108109,0.12837837837837837,0.12837837837837837,0.0
P427393,148,3.527027027027027,0.6148648648648649,0.846792487381411,299.4932432432432,0.10135135135135136,4,11,34,31,4,20,0,13,3,25,33,0.006756756756756757,0.5540540540540541,0.1554054054054054,0.18243243243243243,0.0
P443839,148,4.4391891891891895,0.9459459459459459,0.8960526507482471,252.66216216216216,0.24324324324324326,2,46,45,26,10,12,15,7,2,49,30,,0.5743243243243243,0.10810810810810811,0.07432432432432433,0.0
P505211,147,4.482993197278912,0.8843537414965986,0.5095237995897021,339.85714285714283,0.17687074829931973,12,13,2,7,1,1,2,1,0,20,20,0.02040816326530612,0.5782312925170068,0.14965986394557823,0.07482993197278912,0.0
P474823,147,4.741496598639456,0.9591836734693877,0.8321055835556417,382.5374149659864,0.17006802721088435,0,8,12,21,11,36,12,3,2,81,69,0.027210884353741496,0.6190476190476191,0.10884353741496598,0.07482993197278912,0.0
P383053,146,4.082191780821918,0.6956521739130435,0.832447992934697,353.1164383561644,0.1095890410958904,3,13,35,15,8,18,1,16,2,34,42,0.2465753424657534,0.4315068493150685,0.136986301369863,0.07534246575342465,0.0
P469505,146,4.705479452054795,0.952054794520548,0.8839087255653881,362.0342465753425,0.10273972602739725,3,12,13,26,10,23,68,6,5,52,60,0.0273972602739726,0.6095890410958904,0.15753424657534246,0.10273972602739725,0.0
P416755,146,4.034246575342466,0.7559055118110236,0.7995691694117881,308.4246575342466,0.1643835616438356,18,41,95,33,25,19,28,17,5,68,17,0.1095890410958904,0.4794520547945205,0.136986301369863,0.1095890410958904,0.0
P504506,144,4.798611111111111,0.9652777777777778,0.12217647352613005,356.3888888888889,0.2916666666666667,29,12,29,10,30,48,6,31,9,91,46,0.013888888888888888,0.5,0.1388888888888889,0.05555555555555555,0.0
P388545,144,4.451388888888889,0.8651685393258427,0.7930422152550716,323.77777777777777,0.1736111111111111,2,31,12,27,28,27,28,0,1,49,29,0.2222222222222222,0.375,0.1388888888888889,0.09027777777777778,0.0
P478239,144,4.631944444444445,0.9444444444444444,0.7672861601049835,460.09027777777777,0.0625,3,48,12,41,48,26,36,7,0,91,23,0.006944444444444444,0.6736111111111112,0.05555555555555555,0.2013888888888889,0.0
P457696,144,4.1875,0.8263888888888888,0.772503614278123,389.06944444444446,0.2222222222222222,0,13,40,43,39,61,27,2,0,78,25,,0.5486111111111112,0.1388888888888889,0.09027777777777778,0.0
P456395,143,4.566433566433567,0.8951048951048951,0.7027556100705018,417.1748251748252,0.13286713286713286,5,50,21,38,50,27,31,12,2,58,35,0.006993006993006993,0.5594405594405595,0.06993006993006994,0.23076923076923078,0.0
P476428,143,4.566433566433567,0.9300699300699301,0.8556604130311055,336.83916083916085,0.06993006993006994,22,9,22,2,15,30,40,22,24,63,48,0.027972027972027972,0.6433566433566433,0.0979020979020979,0.16083916083916083,0.0
P443383,142,3.3380281690140845,0.5422535211267606,0.7562313555843301,325.8943661971831,0.19014084507042253,4,8,61,37,2,15,4,13,50,42,29,0.014084507042253521,0.5352112676056338,0.13380281690140844,0.1267605633802817,0.0
P419633,142,3.887323943661972,0.7920792079207921,0.707859872529904,470.27464788732397,0.07746478873239436,0,4,1,10,0,10,107,0,0,17,93,0.30985915492957744,0.4084507042253521,0.08450704225352113,0.11971830985915492,0.0
P502395,142,4.697183098591549,0.9788732394366197,0.7777778080531529,327.0774647887324,0.2112676056338028,34,14,46,18,44,11,0,31,15,84,32,0.056338028169014086,0.5211267605633803,0.13380281690140844,0.07746478873239436,0.0
P479313,141,4.695035460992908,0.9361702127659575,0.5713827412288922,358.72340425531917,0.24113475177304963,2,19,67,36,17,34,6,26,3,87,47,0.03546099290780142,0.5106382978723404,0.14893617021276595,0.06382978723404255,0.0
P502745,141,4.382978723404255,0.8723404255319149,0.8594982658309498,862.0709219858156,0.22695035460992907,17,16,72,34,64,40,11,23,13,82,46,0.03546099290780142,0.49645390070921985,0.15602836879432624,0.0851063829787234,0.0
P443366,141,4.361702127659575,0.9290780141843972,0.8529509540760156,437.709219858156,0.1773049645390071,20,51,79,35,48,40,28,11,4,62,23,0.014184397163120567,0.5602836879432624,0.10638297872340426,0.14184397163120568,0.0
P455930,140,4.257142857142857,0.8,0.7945494750514627,296.3357142857143,0.12857142857142856,38,54,114,36,17,19,25,15,5,60,19,,0.5642857142857143,0.12857142857142856,0.17857142857142858,0.0
P442833,140,4.35,0.8428571428571429,0.8459850473032482,367.0642857142857,0.17857142857142858,0,22,18,8,4,32,21,13,4,54,46,0.007142857142857143,0.5857142857142857,0.12142857142857143,0.10714285714285714,0.0
P500101,139,4.64748201438849,0.9280575539568345,0.8360768042323066,285.7410071942446,0.17266187050359713,5,14,18,20,12,41,1,2,3,62,42,0.02877697841726619,0.5827338129496403,0.12949640287769784,0.08633093525179857,0.0
P474936,139,4.388489208633094,0.841726618705036,0.7316554401602063,368.28057553956836,0.05755395683453238,27,82,84,15,44,15,67,17,11,49,41,0.02158273381294964,0.45323741007194246,0.02158273381294964,0.4460431654676259,0.0
P379064,139,4.402877697841727,0.9722222222222222,0.7630169862752845,436.0647482014389,0.014388489208633094,1,68,34,25,30,21,59,10,0,32,43,0.7482014388489209,0.14388489208633093,0.050359712230215826,0.04316546762589928,0.0
P474843,139,4.676258992805756,0.9568345323741008,0.8954174895675815,427.10791366906477,0.1510791366906475,7,35,78,19,67,20,19,18,2,88,37,0.007194244604316547,0.5971223021582733,0.1223021582733813,0.1223021582733813,0.0
P442989,138,3.101449275362319,0.5289855072463768,0.8107819927353708,382.268115942029,0.17391304347826086,3,8,20,8,42,17,28,8,37,37,32,,0.572463768115942,0.15217391304347827,0.10144927536231885,0.0
P480278,138,4.115942028985507,0.7681159420289855,0.6783389995886585,347.5507246376812,0.2246376811594203,1,20,42,21,27,20,14,5,1,33,26,0.06521739130434782,0.5434782608695652,0.10144927536231885,0.06521739130434782,0.0
P473126,138,4.6521739130434785,0.9420289855072463,0.7584903400118758,329.0652173913044,0.21014492753623187,14,4,14,13,13,27,37,15,6,63,59,0.028985507246376812,0.5289855072463768,0.12318840579710146,0.10869565217391304,0.0
P302900,138,4.326086956521739,0.7692307692307693,0.8221494157314301,386.5652173913044,0.12318840579710146,3,18,37,19,2,7,29,12,0,60,49,0.2898550724637681,0.42028985507246375,0.10869565217391304,0.057971014492753624,0.0
P422003,138,4.398550724637682,0.8518518518518519,0.7891870582220601,333.7536231884058,0.26811594202898553,7,44,42,32,28,12,18,15,2,48,24,0.014492753623188406,0.4782608695652174,0.13768115942028986,0.10144927536231885,0.0
P469528,137,4.5036496350364965,0.8905109489051095,0.7875168577581644,458.86131386861314,0.18248175182481752,2,5,8,19,22,43,14,0,4,79,50,0.043795620437956206,0.583941605839416,0.10948905109489052,0.08029197080291971,0.0
P385262,137,3.8175182481751824,0.5492957746478874,0.6972940835569587,333.59124087591243,0.1386861313868613,2,42,1,9,39,18,11,5,9,28,30,0.22627737226277372,0.4233576642335766,0.1386861313868613,0.072992700729927,0.0
P500778,137,4.708029197080292,0.9416058394160584,0.8452830370867027,309.8759124087591,0.21897810218978103,4,29,0,3,82,21,10,2,5,26,11,0.043795620437956206,0.43795620437956206,0.15328467153284672,0.145985401459854,0.0
P483128,137,4.328467153284672,0.8905109489051095,0.804589376501415,301.44525547445255,0.10948905109489052,0,7,6,3,14,16,57,8,8,29,73,0.014598540145985401,0.6204379562043796,0.0948905109489051,0.16058394160583941,0.0
P450211,137,3.9708029197080292,0.7153284671532847,0.7504176941001788,244.86861313868613,0.18248175182481752,3,11,23,12,36,16,16,8,10,52,19,0.0072992700729927005,0.48175182481751827,0.1897810218978102,0.1386861313868613,0.0
P429637,137,3.678832116788321,0.6715328467153284,0.8157103324449191,404.8978102189781,0.06569343065693431,9,43,71,18,28,19,40,12,20,64,26,,0.635036496350365,0.145985401459854,0.15328467153284672,0.0
P410883,137,4.226277372262774,0.8181818181818182,0.7661220120101035,363.11678832116786,0.051094890510948905,0,17,18,47,20,21,106,0,0,26,51,0.24087591240875914,0.44525547445255476,0.029197080291970802,0.23357664233576642,0.0
P385773,137,4.255474452554744,0.8131868131868132,0.8597376454741724,386.2919708029197,0.27007299270072993,12,19,69,49,13,30,25,25,8,38,25,0.13138686131386862,0.45985401459854014,0.10218978102189781,0.0364963503649635,0.0
P446630,136,4.455882352941177,0.875,0.5052302619086877,480.65441176470586,0.14705882352941177,1,8,16,5,1,13,13,14,0,67,22,0.051470588235294115,0.5808823529411765,0.09558823529411764,0.125,0.0
P423157,136,3.8529411764705883,0.7352941176470589,0.7519323040864297,315.47058823529414,0.21323529411764705,0,0,0,0,11,1,0,0,0,36,42,0.03676470588235294,0.5073529411764706,0.14705882352941177,0.09558823529411764,0.0
P379709,136,3.411764705882353,0.5294117647058824,0.673964666823546,380.86764705882354,0.19852941176470587,7,23,98,41,70,12,9,13,6,51,31,0.15441176470588236,0.4264705882352941,0.16176470588235295,0.058823529411764705,0.0
P439672,136,3.698529411764706,0.6911764705882353,0.7422844318802967,231.03676470588235,0.16911764705882354,0,0,13,2,1,0,1,5,0,34,15,0.029411764705882353,0.5220588235294118,0.19117647058823528,0.08823529411764706,0.0
P447200,135,4.4148148148148145,0.837037037037037,0.8645633460264507,378.6074074074074,0.45185185185185184,4,32,101,67,17,27,25,14,5,60,24,,0.37037037037037035,0.1111111111111111,0.06666666666666667,0.0
P386755,135,4.407407407407407,0.890625,0.7344767188324648,322.3925925925926,0.1925925925925926,0,1,1,3,3,1,11,0,0,32,55,0.05185185185185185,0.5407407407407407,0.11851851851851852,0.0962962962962963,0.0
P413613,134,4.149253731343284,0.8095238095238095,0.7444890323877335,332.36567164179104,0.1865671641791045,2,2,13,13,7,4,9,7,0,30,35,0.21641791044776118,0.40298507462686567,0.06716417910447761,0.12686567164179105,0.0
P504277,134,4.656716417910448,0.9402985074626866,0.4090909090909091,377.13432835820896,0.23134328358208955,3,21,105,27,32,6,6,8,3,71,19,0.014925373134328358,0.5671641791044776,0.16417910447761194,0.022388059701492536,0.0
P440658,134,4.395522388059701,0.8805970149253731,0.8137581326940038,373.64179104477614,0.17164179104477612,0,9,14,44,9,28,19,0,0,46,29,,0.6044776119402985,0.12686567164179105,0.09701492537313433,0.0
P500002,134,4.2835820895522385,0.9029850746268657,0.7786207738912331,401.25373134328356,0.022388059701492536,5,29,48,14,37,10,6,20,6,72,24,0.007462686567164179,0.6940298507462687,0.19402985074626866,0.08208955223880597,0.0
P469524,133,4.2556390977443606,0.7969924812030075,0.8427433646836523,387.7593984962406,0.13533834586466165,8,53,29,40,10,30,32,6,9,40,38,,0.5037593984962406,0.11278195488721804,0.24812030075187969,0.0
P395389,133,4.421052631578948,0.8859649122807017,0.8072486166115646,392.22556390977445,0.12781954887218044,0,0,4,1,1,33,0,0,1,19,72,0.13533834586466165,0.5338345864661654,0.11278195488721804,0.09022556390977443,0.0
P451748,132,4.159090909090909,0.8560606060606061,0.4716862539450328,369.6818181818182,0.08333333333333333,12,12,18,22,38,13,15,21,17,61,39,,0.4621212121212121,0.24242424242424243,0.21212121212121213,0.0
P410756,132,4.075757575757576,0.65,0.7419424357923489,645.2878787878788,0.06060606060606061,5,32,24,14,44,15,23,15,9,68,50,0.7045454545454546,0.13636363636363635,0.06060606060606061,0.03787878787878788,0.0
P504637,132,4.871212121212121,0.9924242424242424,0.2,340.0,0.26515151515151514,26,4,13,18,12,41,12,18,6,72,54,0.022727272727272728,0.553030303030303,0.08333333333333333,0.07575757575757576,0.0
